cycle_no,project,id,xp,proj_hours,proj_comp,proj_qual,lrn_supp,cult_cont,team_play,health_culture,health_team_play,health_technical,challenge,project_contrib,expected_contrib,contrib_gap,est_accuracy,est_bias
4,overt-hen,cbcff678,12.6,27.0,95.0,86.0,66.67,83.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,20.0,42.86,-22.86,97.0,3.0
4,overt-hen,45664623,13.65,29.0,95.0,86.0,58.33,83.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,21.67,46.03,-24.36,78.0,-22.0
4,overt-hen,dcf14075,36.75,7.0,95.0,86.0,94.44,88.89,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,58.33,11.11,47.22,72.5,-27.5
18,parallel-waterbuck,94b1cd36,21.09,30.0,86.85,92.46,MISSING DATA,MISSING DATA,MISSING DATA,83.33,91.67,83.33,8.5,30.0,42.67,-12.67,92.5,-7.5,7,7
18,parallel-waterbuck,dcf14075,18.75,6.0,86.85,92.46,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,94.44,5.0,26.67,8.53,18.14,90.0,-10.0,7,7
18,parallel-waterbuck,5c217ba1,30.46,34.3,86.85,92.46,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,100.0,7.0,43.33,48.79,-5.46,95.0,-5.0,7,7
16,pastoral-rhea,713b4462,33.22,33.5,100.0,99.86,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,48.5,48.91,-0.41,99.0,1.0
16,pastoral-rhea,164d773b,35.28,35.0,100.0,99.86,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,51.5,51.09,0.41,99.0,1.0
17,poised-godwit,198449da,37.99,36.0,96.0,99.6,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,83.33,4.0,53.5,50.7,2.8,97.0,3.0
17,poised-godwit,110df682,33.02,35.0,96.0,99.6,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,5.0,46.5,49.3,-2.8,97.0,3.0
5,puzzling-salmon,45664623,24.72,30.0,100.0,95.0,55.56,83.33,94.44,MISSING DATA,MISSING DATA,MISSING DATA,,24.0,29.13,-5.13,100.0,0.0
5,puzzling-salmon,9ae522cc,26.27,31.0,100.0,95.0,72.22,100.0,88.89,MISSING DATA,MISSING DATA,MISSING DATA,,25.5,30.1,-4.6,99.33,-0.67
5,puzzling-salmon,690c133a,17.51,30.0,100.0,95.0,50.0,83.33,77.78,MISSING DATA,MISSING DATA,MISSING DATA,,17.0,29.13,-12.13,97.33,2.67
5,puzzling-salmon,75dbe257,34.51,12.0,100.0,95.0,97.92,91.67,95.83,MISSING DATA,MISSING DATA,MISSING DATA,,33.5,11.65,21.85,78.0,22.0
11,questionable-liger,45550069,24.0,25.0,97.73,91.36,MISSING DATA,MISSING DATA,MISSING DATA,91.67,83.33,91.67,7.0,32.0,33.33,-1.33,97.0,-3.0
11,questionable-liger,9b34a8d3,30.0,30.0,97.73,91.36,MISSING DATA,MISSING DATA,MISSING DATA,100.0,91.67,100.0,6.0,40.0,40.0,0.0,97.0,3.0
11,questionable-liger,90945a45,21.0,20.0,97.73,91.36,MISSING DATA,MISSING DATA,MISSING DATA,100.0,91.67,91.67,4.0,28.0,26.67,1.33,95.5,-4.5
3,quick-curlew,070b3063,57.54,28.0,87.26,90.58,93.33,93.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,55.33,26.92,28.41,84.0,16.0
3,quick-curlew,89ffaeb3,12.14,41.0,87.26,90.58,66.67,75.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,11.67,39.42,-27.75,95.0,5.0
3,quick-curlew,b6aa9c94,34.32,35.0,87.26,90.58,75.0,83.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,33.0,33.65,-0.65,89.5,10.5
9,quirky-crake,b6aa9c94,12.16,25.0,99.29,96.07,91.67,91.67,100.0,100.0,100.0,91.67,7.82,21.33,43.86,-22.53,90.5,-9.5
9,quirky-crake,396fad2d,12.54,25.0,99.29,96.07,91.67,100.0,100.0,100.0,100.0,91.67,8.0,22.0,43.86,-21.86,98.5,-1.5
9,quirky-crake,75dbe257,32.3,7.0,99.29,96.07,97.22,91.67,91.67,94.44,94.44,97.22,4.0,56.67,12.28,44.39,75.0,-25.0
17,quixotic-sloth,9ae522cc,25.17,31.0,99.22,97.78,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,91.67,7.0,39.33,48.44,-9.11,93.5,-6.5
17,quixotic-sloth,75dbe257,14.93,5.0,99.22,97.78,MISSING DATA,MISSING DATA,MISSING DATA,90.74,94.44,98.15,3.0,23.33,7.81,15.52,95.0,-5.0
17,quixotic-sloth,cbcff678,23.89,28.0,99.22,97.78,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,83.33,6.0,37.33,43.75,-6.42,99.5,-0.5
1,ragged-peacock,75dbe257,32.59,14.0,92.35,91.53,97.22,94.44,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,34.67,14.89,19.78,99.0,-1.0
1,ragged-peacock,4a6f36f6,36.35,40.0,92.35,91.53,91.67,100.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,38.67,42.55,-3.88,96.5,3.5
1,ragged-peacock,f7ba1065,25.07,40.0,92.35,91.53,75.0,83.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,26.67,42.55,-15.88,91.5,-8.5
18,rainy-siskin,dcf14075,11.34,4.0,99.0,99.0,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,94.44,2.0,22.67,8.0,14.67,81.0,-19.0,7,7
18,rainy-siskin,396fad2d,23.17,21.0,99.0,99.0,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,8.0,46.33,42.0,4.33,89.0,-11.0,7,7
18,rainy-siskin,29f423c4,15.5,25.0,99.0,99.0,MISSING DATA,MISSING DATA,MISSING DATA,75.0,75.0,75.0,7.0,31.0,50.0,-19.0,83.5,-16.5,7,7
14,rambunctious-monkey,66930ba2,26.83,24.5,98.0,98.53,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,6.0,33.33,30.43,2.9,97.5,2.5
14,rambunctious-monkey,90945a45,26.3,30.0,98.0,98.53,MISSING DATA,MISSING DATA,MISSING DATA,91.67,100.0,100.0,5.0,32.67,37.27,-4.6,96.0,-4.0
14,rambunctious-monkey,b7faca92,27.37,26.0,98.0,98.53,MISSING DATA,MISSING DATA,MISSING DATA,83.33,75.0,100.0,6.0,34.0,32.3,1.7,97.0,-3.0
10,rare-cottonmouth,9ae522cc,33.07,38.0,98.75,94.38,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,91.67,7.0,40.33,46.34,-6.01,99.5,-0.5
10,rare-cottonmouth,396fad2d,33.35,40.0,98.75,94.38,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,91.67,7.0,40.67,48.78,-8.11,98.0,2.0
10,rare-cottonmouth,dcf14075,15.58,4.0,98.75,94.38,MISSING DATA,MISSING DATA,MISSING DATA,94.44,94.44,100.0,4.0,19.0,4.88,14.12,98.5,1.5
15,raspy-bison,50b78c66,22.1,34.0,46.67,60.0,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,83.33,9.0,32.5,50.0,-17.5,95.0,-5.0
15,raspy-bison,b6aa9c94,45.9,34.0,46.67,60.0,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,83.33,8.5,67.5,50.0,17.5,95.0,-5.0
11,real-phascogale,198449da,24.44,37.0,99.55,96.55,MISSING DATA,MISSING DATA,MISSING DATA,83.33,88.89,61.11,9.0,21.25,32.17,-10.92,89.0,-11.0
11,real-phascogale,5c217ba1,30.48,25.0,99.55,96.55,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,100.0,6.0,26.5,21.74,4.76,99.33,-0.67
11,real-phascogale,690c133a,23.58,28.0,99.55,96.55,MISSING DATA,MISSING DATA,MISSING DATA,83.33,77.78,66.67,7.0,20.5,24.35,-3.85,94.0,6.0
11,real-phascogale,396fad2d,36.51,25.0,99.55,96.55,MISSING DATA,MISSING DATA,MISSING DATA,100.0,88.89,94.44,6.0,31.75,21.74,10.01,98.33,1.67
8,red-grison,4d87f1c5,25.76,40.0,100.0,95.0,66.67,91.67,91.67,MISSING DATA,MISSING DATA,MISSING DATA,7.0,30.67,47.62,-16.95,97.5,-2.5
8,red-grison,75dbe257,30.8,7.0,100.0,95.0,100.0,96.67,96.67,MISSING DATA,MISSING DATA,MISSING DATA,4.0,36.67,8.33,28.34,97.5,-2.5
8,red-grison,936e3168,27.44,37.0,100.0,95.0,83.33,91.67,100.0,MISSING DATA,MISSING DATA,MISSING DATA,7.0,32.67,44.05,-11.38,95.0,5.0
18,regular-oryx,45664623,31.92,29.0,77.86,90.71,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,8.0,57.0,51.79,5.21,96.0,-4.0,6,6
18,regular-oryx,164d773b,24.08,27.0,77.86,90.71,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,83.33,10.0,43.0,48.21,-5.21,96.0,-4.0,7,7
5,resolute-kongoni,b6aa9c94,25.65,38.0,97.8,95.6,58.33,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,,32.67,48.41,-15.74,96.5,3.5
5,resolute-kongoni,75dbe257,34.01,12.0,97.8,95.6,97.92,91.67,95.83,MISSING DATA,MISSING DATA,MISSING DATA,,43.33,15.29,28.04,90.0,10.0
5,resolute-kongoni,85eb0e18,18.84,28.5,97.8,95.6,50.0,91.67,75.0,MISSING DATA,MISSING DATA,MISSING DATA,,24.0,36.31,-12.31,98.5,1.5
19,rhetorical-coot,690c133a,17.6,10.0,99.88,99.0,MISSING DATA,MISSING DATA,MISSING DATA,66.67,66.67,66.67,7.0,44.0,25.0,19.0,68.0,32.0,4,4
19,rhetorical-coot,713b4462,22.4,30.0,99.88,99.0,MISSING DATA,MISSING DATA,MISSING DATA,50.0,50.0,50.0,7.0,56.0,75.0,-19.0,68.0,32.0,5,5
17,same-gerenuk,085c56bc,30.0,30.0,97.5,92.63,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,8.0,50.0,50.0,0.0,100.0,0.0
17,same-gerenuk,af162939,30.0,30.0,97.5,92.63,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,8.0,50.0,50.0,0.0,100.0,0.0
20,same-grison,af162939,22.8,24.0,88.95,92.71,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,47.5,50.0,-2.5,95.0,-5.0,6,6
20,same-grison,53bcb2df,25.2,24.0,88.95,92.71,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,52.5,50.0,2.5,95.0,-5.0,6,6
10,satisfying-sloth,85eb0e18,26.52,29.0,84.85,90.23,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,91.67,8.0,39.0,42.65,-3.65,98.5,1.5
10,satisfying-sloth,936e3168,27.42,34.0,84.85,90.23,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,91.67,6.0,40.33,50.0,-9.67,99.0,1.0
10,satisfying-sloth,75dbe257,14.06,5.0,84.85,90.23,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,93.75,4.0,20.67,7.35,13.32,99.0,-1.0
16,scant-dabchick,66930ba2,30.8,35.0,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,8.0,44.0,50.0,-6.0,92.0,8.0
16,scant-dabchick,5c217ba1,39.2,35.0,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,56.0,50.0,6.0,92.0,8.0
14,scrawny-starfish,936e3168,30.5,36.0,99.48,98.0,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,4.0,50.0,59.02,-9.02,100.0,0.0
14,scrawny-starfish,9b34a8d3,30.5,25.0,99.48,98.0,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,83.33,7.0,50.0,40.98,9.02,100.0,0.0
18,shaggy-sheathbill,dd09183e,26.98,30.0,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,83.33,91.67,83.33,5.0,38.0,42.25,-4.25,97.0,3.0,7,7
18,shaggy-sheathbill,adda47cf,26.75,37.0,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,91.67,7.0,37.67,52.11,-14.44,93.0,-7.0,6,6
18,shaggy-sheathbill,75dbe257,17.27,4.0,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,88.89,90.28,91.67,4.0,24.33,5.63,18.7,93.5,-6.5,7,7
9,sharp-hawk-eagle,45a99283,14.0,25.0,100.0,99.09,75.0,91.67,100.0,91.67,91.67,91.67,9.0,25.0,44.64,-19.64,100.0,0.0
9,sharp-hawk-eagle,29f423c4,14.0,25.0,100.0,99.09,83.33,91.67,100.0,91.67,91.67,91.67,7.0,25.0,44.64,-19.64,100.0,0.0
9,sharp-hawk-eagle,75dbe257,28.0,6.0,100.0,99.09,97.22,91.67,91.67,94.44,94.44,97.22,4.0,50.0,10.71,39.29,100.0,0.0
7,shrill-corella,b6aa9c94,22.95,30.0,84.0,91.0,83.33,83.33,83.33,MISSING DATA,MISSING DATA,MISSING DATA,,45.0,58.82,-13.82,100.0,0.0
7,shrill-corella,75dbe257,22.95,11.0,84.0,91.0,93.33,91.67,90.0,MISSING DATA,MISSING DATA,MISSING DATA,,45.0,21.57,23.43,90.0,-10.0
7,shrill-corella,45a99283,5.1,10.0,84.0,91.0,58.33,66.67,91.67,MISSING DATA,MISSING DATA,MISSING DATA,,10.0,19.61,-9.61,MISSING DATA,MISSING DATA
11,silly-tortoise,085c56bc,18.72,15.0,100.0,98.29,MISSING DATA,MISSING DATA,MISSING DATA,100.0,75.0,70.83,6.0,18.0,14.42,3.58,100.0,0.0
11,silly-tortoise,d69e4081,23.92,28.0,100.0,98.29,MISSING DATA,MISSING DATA,MISSING DATA,83.33,79.17,100.0,2.0,23.0,26.92,-3.92,91.25,8.75
11,silly-tortoise,717e2737,16.85,22.0,100.0,98.29,MISSING DATA,MISSING DATA,MISSING DATA,87.5,79.17,54.17,7.0,16.2,21.15,-4.95,95.25,4.75
11,silly-tortoise,8e44efb9,19.14,22.0,100.0,98.29,MISSING DATA,MISSING DATA,MISSING DATA,91.67,79.17,79.17,8.0,18.4,21.15,-2.75,98.0,2.0
11,silly-tortoise,85eb0e18,25.38,17.0,100.0,98.29,MISSING DATA,MISSING DATA,MISSING DATA,83.33,75.0,83.33,6.0,24.4,16.35,8.05,83.0,17.0
20,simplistic-falcon,45664623,24.7,19.0,97.5,99.25,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,65.0,50.0,15.0,100.0,0.0,6,6
20,simplistic-falcon,198449da,13.3,19.0,97.5,99.25,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,83.33,7.0,35.0,50.0,-15.0,100.0,0.0,6,6
11,skinny-gerbil,45664623,23.75,12.0,99.55,95.82,MISSING DATA,MISSING DATA,MISSING DATA,100.0,95.83,87.5,6.0,41.67,21.05,20.62,96.5,3.5
11,skinny-gerbil,936e3168,23.56,10.0,99.55,95.82,MISSING DATA,MISSING DATA,MISSING DATA,95.83,95.83,91.67,5.0,41.33,17.54,23.79,91.5,8.5
11,skinny-gerbil,eaf4b011,9.69,35.0,99.55,95.82,MISSING DATA,MISSING DATA,MISSING DATA,25.0,33.33,16.67,6.0,17.0,61.4,-44.4,74.5,25.5
13,slow-drongo,29f423c4,61.2,36.0,99.62,96.62,MISSING DATA,MISSING DATA,MISSING DATA,91.67,86.11,91.67,1.0,40.0,23.53,16.47,93.33,6.67
13,slow-drongo,94b1cd36,37.87,30.5,99.62,96.62,MISSING DATA,MISSING DATA,MISSING DATA,94.44,94.44,100.0,8.0,24.75,19.93,4.82,88.33,-11.67
13,slow-drongo,198449da,34.43,36.5,99.62,96.62,MISSING DATA,MISSING DATA,MISSING DATA,88.89,83.33,66.67,9.0,22.5,23.86,-1.36,96.67,3.33
13,slow-drongo,ea4646be,19.51,50.0,99.62,96.62,MISSING DATA,MISSING DATA,MISSING DATA,94.44,94.44,50.0,9.0,12.75,32.68,-19.93,97.67,-2.33
13,smart-rat,dcf14075,47.82,15.0,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,90.48,92.86,95.24,7.0,34.4,10.79,23.61,99.25,0.75
13,smart-rat,5c217ba1,22.52,32.0,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,75.0,91.67,79.17,7.0,16.2,23.02,-6.82,94.75,-5.25
13,smart-rat,50b78c66,21.41,36.0,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,87.5,7.0,15.4,25.9,-10.5,95.75,-4.25
13,smart-rat,4a6f36f6,25.85,30.0,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,91.67,100.0,79.17,6.0,18.6,21.58,-2.98,89.5,10.5
13,smart-rat,b7faca92,21.41,26.0,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,54.17,45.83,75.0,6.0,15.4,18.71,-3.31,96.75,3.25
8,smug-quoll,75dbe257,35.38,7.0,98.75,98.75,100.0,96.67,96.67,MISSING DATA,MISSING DATA,MISSING DATA,4.0,40.67,8.05,32.62,98.0,2.0
8,smug-quoll,45a99283,24.65,40.0,98.75,98.75,91.67,91.67,83.33,MISSING DATA,MISSING DATA,MISSING DATA,7.0,28.33,45.98,-17.65,97.5,2.5
8,smug-quoll,690c133a,26.97,40.0,98.75,98.75,75.0,91.67,83.33,MISSING DATA,MISSING DATA,MISSING DATA,8.0,31.0,45.98,-14.98,98.5,-1.5
14,stale-chameleon,45664623,22.11,22.0,92.25,94.75,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,6.0,33.0,32.84,0.16,100.0,0.0
14,stale-chameleon,690c133a,22.33,25.0,92.25,94.75,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,8.0,33.33,37.31,-3.98,99.0,1.0
14,stale-chameleon,0af92c55,22.56,20.0,92.25,94.75,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,33.67,29.85,3.82,99.5,0.5
11,standing-alpaca,45664623,21.33,14.0,98.12,96.59,MISSING DATA,MISSING DATA,MISSING DATA,100.0,95.83,87.5,5.0,26.33,17.28,9.05,96.5,-3.5
11,standing-alpaca,110df682,24.57,40.0,98.12,96.59,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,58.33,6.0,30.33,49.38,-19.05,92.0,-8.0
11,standing-alpaca,f2d70fa5,35.1,26.0,98.12,96.59,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,100.0,3.0,43.33,32.1,11.23,97.5,2.5
11,standing-alpaca,197db2df,0.0,1.0,98.12,96.59,MISSING DATA,MISSING DATA,MISSING DATA,50.0,50.0,50.0,,0.0,1.23,-1.23,MISSING DATA,MISSING DATA
4,steady-bison,b6aa9c94,14.49,30.0,69.13,75.5,91.67,91.67,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,17.67,36.59,-18.92,90.0,-10.0
4,steady-bison,070b3063,55.76,17.0,69.13,75.5,100.0,88.89,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,68.0,20.73,47.27,92.5,7.5
4,steady-bison,adda47cf,11.75,35.0,69.13,75.5,16.67,58.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,14.33,42.68,-28.35,84.0,16.0
20,sticky-teal,164d773b,13.35,8.0,99.29,96.07,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,83.33,2.0,30.33,18.18,12.15,90.5,-9.5,6,5
20,sticky-teal,0af92c55,15.25,25.0,99.29,96.07,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,91.67,7.0,34.67,56.82,-22.15,97.5,-2.5,6,5
20,sticky-teal,e76412aa,15.4,11.0,99.29,96.07,MISSING DATA,MISSING DATA,MISSING DATA,83.33,75.0,91.67,6.0,35.0,25.0,10.0,97.0,-3.0,6,5
11,subdued-hawk-eagle,53bcb2df,21.82,25.0,96.86,97.33,MISSING DATA,MISSING DATA,MISSING DATA,83.33,87.5,70.83,8.0,17.6,20.16,-2.56,98.25,1.75
11,subdued-hawk-eagle,eb678107,21.58,24.0,96.86,97.33,MISSING DATA,MISSING DATA,MISSING DATA,83.33,87.5,75.0,7.0,17.4,19.35,-1.95,98.0,2.0
11,subdued-hawk-eagle,9ae522cc,29.51,24.0,96.86,97.33,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,23.8,19.35,4.45,98.5,1.5
11,subdued-hawk-eagle,4d87f1c5,27.53,28.0,96.86,97.33,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,95.83,6.0,22.2,22.58,-0.38,96.5,3.5
11,subdued-hawk-eagle,713b4462,23.56,23.0,96.86,97.33,MISSING DATA,MISSING DATA,MISSING DATA,95.83,95.83,91.67,8.0,19.0,18.55,0.45,100.0,0.0
18,substantial-tamandua,713b4462,41.1,36.0,89.29,93.57,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,68.5,60.0,8.5,93.0,7.0,6,6
18,substantial-tamandua,af162939,18.9,24.0,89.29,93.57,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,50.0,8.0,31.5,40.0,-8.5,93.0,7.0,7,7
15,talented-baboon,717e2737,31.85,31.0,99.94,98.78,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,49.0,47.69,1.31,98.0,-2.0
15,talented-baboon,66930ba2,33.15,34.0,99.94,98.78,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,51.0,52.31,-1.31,98.0,-2.0
7,tangy-paca,75dbe257,32.9,9.0,100.0,93.75,93.33,91.67,90.0,MISSING DATA,MISSING DATA,MISSING DATA,,32.25,8.82,23.43,89.0,-11.0
7,tangy-paca,396fad2d,27.8,33.0,100.0,93.75,83.33,83.33,83.33,MISSING DATA,MISSING DATA,MISSING DATA,,27.25,32.35,-5.1,91.67,-8.33
7,tangy-paca,690c133a,18.87,30.0,100.0,93.75,61.11,83.33,88.89,MISSING DATA,MISSING DATA,MISSING DATA,,18.5,29.41,-10.91,98.0,2.0
7,tangy-paca,cbcff678,22.44,30.0,100.0,93.75,94.44,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,,22.0,29.41,-7.41,97.33,-2.67
19,teeny-pheasant,dcf14075,13.4,4.0,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,93.06,94.44,100.0,4.0,20.0,5.97,14.03,100.0,0.0,7,7
19,teeny-pheasant,adda47cf,26.8,35.0,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,91.67,9.0,40.0,52.24,-12.24,100.0,0.0,7,7
19,teeny-pheasant,48758a80,26.8,28.0,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,83.33,7.0,40.0,41.79,-1.79,100.0,0.0,7,7
15,terrible-dabchick,cbcff678,24.92,28.0,72.5,93.13,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,83.33,8.0,44.5,50.0,-5.5,91.0,9.0
15,terrible-dabchick,4a6f36f6,31.08,28.0,72.5,93.13,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,8.0,55.5,50.0,5.5,91.0,9.0
3,terrific-crake,29f423c4,41.31,42.0,99.47,96.68,100.0,94.44,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,27.0,27.45,-0.45,97.33,-2.67
3,terrific-crake,070b3063,31.75,30.0,99.47,96.68,93.33,93.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,20.75,19.61,1.14,99.67,0.33
3,terrific-crake,45a99283,41.31,45.0,99.47,96.68,94.44,94.44,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,27.0,29.41,-2.41,96.0,4.0
3,terrific-crake,4a6f36f6,38.63,36.0,99.47,96.68,88.89,100.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,25.25,23.53,1.72,99.0,1.0
3,tested-serval,dcf14075,45.85,16.0,80.78,82.78,100.0,93.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,35.0,12.21,22.79,92.5,7.5
3,tested-serval,90945a45,26.2,40.0,80.78,82.78,83.33,91.67,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,20.0,30.53,-10.53,100.0,0.0
3,tested-serval,9ae522cc,28.82,35.0,80.78,82.78,75.0,83.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,22.0,26.72,-4.72,98.5,-1.5
3,tested-serval,45664623,30.13,40.0,80.78,82.78,83.33,100.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,23.0,30.53,-7.53,MISSING DATA,MISSING DATA
7,thin-hyena,dcf14075,36.4,15.0,91.67,80.83,100.0,96.67,93.33,MISSING DATA,MISSING DATA,MISSING DATA,,42.33,17.44,24.89,88.5,11.5
7,thin-hyena,4d87f1c5,22.64,36.0,91.67,80.83,66.67,83.33,75.0,MISSING DATA,MISSING DATA,MISSING DATA,,26.33,41.86,-15.53,91.5,8.5
7,thin-hyena,45664623,26.94,35.0,91.67,80.83,83.33,75.0,75.0,MISSING DATA,MISSING DATA,MISSING DATA,,31.33,40.7,-9.37,97.5,2.5
17,tidy-puku,66930ba2,35.0,35.0,100.0,99.55,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,6.0,50.0,50.0,0.0,100.0,0.0
17,tidy-puku,5c217ba1,35.0,35.0,100.0,99.55,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,50.0,50.0,0.0,100.0,0.0
16,ubiquitous-pronghorn,dcf14075,45.34,10.0,77.92,95.42,MISSING DATA,MISSING DATA,MISSING DATA,93.33,97.22,97.22,6.0,56.67,12.5,44.17,80.0,20.0
16,ubiquitous-pronghorn,90945a45,14.66,30.0,77.92,95.42,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,75.0,8.0,18.33,37.5,-19.17,95.0,-5.0
16,ubiquitous-pronghorn,b6aa9c94,20.0,40.0,77.92,95.42,MISSING DATA,MISSING DATA,MISSING DATA,41.67,66.67,58.33,8.0,25.0,50.0,-25.0,92.5,-7.5
17,ubiquitous-urial,adda47cf,43.75,35.0,100.0,98.69,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,62.5,50.0,12.5,85.0,15.0
17,ubiquitous-urial,ea4646be,26.25,35.0,100.0,98.69,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,66.67,7.0,37.5,50.0,-12.5,85.0,15.0
19,uncovered-monster,dd09183e,23.73,32.0,90.44,95.0,MISSING DATA,MISSING DATA,MISSING DATA,75.0,66.67,83.33,6.0,37.67,50.79,-13.12,96.5,3.5,7,7
19,uncovered-monster,cbcff678,26.04,25.0,90.44,95.0,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,91.67,8.0,41.33,39.68,1.65,87.0,13.0,7,7
19,uncovered-monster,75dbe257,13.23,6.0,90.44,95.0,MISSING DATA,MISSING DATA,MISSING DATA,92.59,94.44,96.3,4.0,21.0,9.52,11.48,82.0,18.0,7,7
16,unhealthy-weaver,198449da,33.0,34.0,99.69,99.0,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,9.0,50.0,51.52,-1.52,100.0,0.0
